"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","Toxicity"
"149","Transition Metal Ion Transport (GO:0000041)","2/31",0.0272016216820394,0.223454932475277,0,0,8.32842724978974,30.0196385163833,"FTH1;CUTC","High"
"150","Positive Regulation of Growth (GO:0045927)","3/79",0.028054713697612,0.224463813081184,0,0,4.78479173393607,17.0989251128399,"TEAD1;S100A9;S100A8","High"
"151","protein-RNA Complex Assembly (GO:0022618)","4/138",0.0281054827956698,0.224463813081184,0,0,3.62999815736134,12.9655933124225,"GEMIN4;RPS27L;RPL38;PRPF19","High"
"152","Regulation of Cytoskeleton Organization (GO:0051493)","4/139",0.0287572257987978,0.224463813081184,0,0,3.6029263831733,12.7863037026318,"NEDD9;RNASE1;S100A9;S100A8","High"
"153","Membraneless Organelle Assembly (GO:0140694)","4/139",0.0287572257987978,0.224463813081184,0,0,3.6029263831733,12.7863037026318,"RNF213;LMOD1;RPS3;TNRC6A","High"
"154","Bile Acid Metabolic Process (GO:0008206)","2/32",0.0288594813350904,0.224463813081184,0,0,8.05040650406504,28.5412406009671,"AKR1C1;AKR1C4","High"
"155","Lipid Droplet Organization (GO:0034389)","2/32",0.0288594813350904,0.224463813081184,0,0,8.05040650406504,28.5412406009671,"RNF213;PLIN5","High"
"156","Pyridine Nucleotide Catabolic Process (GO:0019364)","2/32",0.0288594813350904,0.224463813081184,0,0,8.05040650406504,28.5412406009671,"LDHA;ENO1","High"
"157","Mitochondrial Membrane Organization (GO:0007006)","2/32",0.0288594813350904,0.224463813081184,0,0,8.05040650406504,28.5412406009671,"HSPA9;BCL2L1","High"
"158","Response to Tumor Necrosis Factor (GO:0034612)","3/80",0.0289749039761659,0.224463813081184,0,0,4.72241255676838,16.7235986099566,"UBD;RPS3;GBP1","High"
"159","Regulation of Cytokinesis (GO:0032465)","3/81",0.0299109662069974,0.228945179873499,0,0,4.66163284568193,16.3601408012906,"PRKCE;CALM2;BCL2L1","High"
"160","Modification-Dependent Protein Catabolic Process (GO:0019941)","5/208",0.0299274744932678,0.228945179873499,0,0,3.00324327632102,10.5383156097344,"HERC5;RNF213;ANKIB1;UBD;UBC","High"
"161","Negative Regulation of Endocytosis (GO:0045806)","2/34",0.0322927127804216,0.245504847473516,0,0,7.54649390243902,25.906462189344,"APOC1;RNASE1","High"
"162","Platelet Aggregation (GO:0070527)","2/35",0.0340665740596659,0.251077418602579,0,0,7.31744271988174,24.7288484415149,"PLEK;CLIC1","High"
"163","Positive Regulation of Substrate Adhesion-Dependent Cell Spreading (GO:1900026)","2/35",0.0340665740596659,0.251077418602579,0,0,7.31744271988174,24.7288484415149,"NEDD9;RNASE1","High"
"164","'De Novo' Post-Translational Protein Folding (GO:0051084)","2/36",0.0358776081992514,0.251077418602579,0,0,7.10186513629842,23.6324640321063,"HSPA9;CCT8","High"
"165","Superoxide Metabolic Process (GO:0006801)","2/37",0.0377250840414506,0.251077418602579,0,0,6.898606271777,22.6096994747285,"SOD2;RNASE1","High"
"166","Intrinsic Apoptotic Signaling Pathway by P53 Class Mediator (GO:0072332)","2/37",0.0377250840414506,0.251077418602579,0,0,6.898606271777,22.6096994747285,"RPS27L;FHIT","High"
"167","Muscle Cell Differentiation (GO:0042692)","2/37",0.0377250840414506,0.251077418602579,0,0,6.898606271777,22.6096994747285,"GLMN;MRTFA","High"
"168","Cellular Response to Hormone Stimulus (GO:0032870)","3/89",0.0379668795599659,0.251077418602579,0,0,4.22628049650449,13.8243371612507,"AKR1C1;AKR1C3;AKR1C4","High"
"169","Inner Mitochondrial Membrane Organization (GO:0007007)","2/38",0.0396082798616927,0.251077418602579,0,0,6.70663956639566,21.6538418191045,"HSPA9;TIMM10","High"
"170","Gene Expression (GO:0010467)","7/381",0.0400846879681362,0.251077418602579,0,0,2.29072074799045,7.36870085196751,"RPL7A;ABCC6;RPS3;RPL38;RPL27;RPS20;THOC2","High"
"171","DNA Metabolic Process (GO:0006259)","6/302",0.0405020967869015,0.251077418602579,0,0,2.47525337837838,7.93665622871296,"EID3;MGMT;POLD2;POLE3;RPS3;SSBP1","High"
"172","Negative Regulation of Programmed Cell Death (GO:0043069)","7/382",0.0405596143109202,0.251077418602579,0,0,2.28449475890985,7.32176556109234,"HSPA9;MGMT;FTH1;SC5D;S100A9;IFIT3;BCL2L1","High"
"173","Negative Regulation of Erythrocyte Differentiation (GO:0045647)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"HSPA9","High"
"174","Negative Regulation of Fibroblast Migration (GO:0010764)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"RNASE1","High"
"175","Negative Regulation of Insulin-Like Growth Factor Receptor Signaling Pathway (GO:0043569)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"IGFBP5","High"
"176","L-phenylalanine Catabolic Process (GO:0006559)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"FAH","High"
"177","L-phenylalanine Metabolic Process (GO:0006558)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"FAH","High"
"178","Regulation of Inositol Phosphate Biosynthetic Process (GO:0010919)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"PLEK","High"
"179","Negative Regulation of Peroxisome Proliferator Activated Receptor Signaling Pathway (GO:0035359)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"PLIN5","High"
"180","Astrocyte Differentiation (GO:0048708)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"S100A9","High"
"181","Autocrine Signaling (GO:0035425)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"S100A9","High"
"182","Nucleic Acid Biosynthetic Process (GO:0141187)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"POLD2","High"
"183","Regulation of Respiratory Burst Involved in Inflammatory Response (GO:0060264)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"S100A9","High"
"184","Regulation of Sperm Capacitation (GO:1902490)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"PAEP","High"
"185","Peripheral Nervous System Neuron Development (GO:0048935)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"RUNX1","High"
"186","Phenylpropanoid Metabolic Process (GO:0009698)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"UGT1A7","High"
"187","Chronic Inflammatory Response (GO:0002544)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"S100A9","High"
"188","Cilium Disassembly (GO:0061523)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"NEDD9","High"
"189","Coumarin Metabolic Process (GO:0009804)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"UGT1A7","High"
"190","Ruffle Assembly (GO:0097178)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"RNASE1","High"
"191","Positive Regulation of Granulocyte Differentiation (GO:0030854)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"RUNX1","High"
"192","Thrombin-Activated Receptor Signaling Pathway (GO:0070493)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"PLEK","High"
"193","Glutathione Catabolic Process (GO:0006751)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"GGT7","High"
"194","Intracellular Oxygen Homeostasis (GO:0032364)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"SOD2","High"
"195","Positive Regulation of Vascular Associated Smooth Muscle Cell Differentiation (GO:1905065)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"SOD2","High"
"196","Monoterpenoid Metabolic Process (GO:0016098)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"CYP2C19","High"
"197","Negative Regulation of Calcium-Mediated Signaling (GO:0050849)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"PLEK","High"
"198","Negative Regulation of Cardiac Muscle Tissue Growth (GO:0055022)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"RBP4","High"
"199","Negative Regulation of Cellular Response to Hypoxia (GO:1900038)","1/5",0.0408205933839161,0.251077418602579,0,0,30.0454545454545,96.1024470343946,"ENO1","High"
"200","Positive Regulation of Response to Stimulus (GO:0048584)","3/92",0.0412451225827998,0.252420150206735,0,0,4.08320121320742,13.0181536272249,"CXCL10;AKR1C1;RPS3","High"
"201","Actin Filament Organization (GO:0007015)","4/158",0.0428537221405418,0.259771406551149,0,0,3.15536315536316,9.93927647559681,"CNN1;DLG1;LMOD1;RNASE1","High"
"202","Carbohydrate Catabolic Process (GO:0016052)","2/40",0.0434789912113837,0.259771406551149,0,0,6.35301668806162,19.9197403629184,"LDHA;ENO1","High"
"203","Positive Regulation of Lipid Biosynthetic Process (GO:0046889)","2/40",0.0434789912113837,0.259771406551149,0,0,6.35301668806162,19.9197403629184,"MID1IP1;PLIN5","High"
"204","Regulation of T Cell Receptor Signaling Pathway (GO:0050856)","2/40",0.0434789912113837,0.259771406551149,0,0,6.35301668806162,19.9197403629184,"RPS3;GBP1","High"
"205","Positive Regulation of Phosphorylation (GO:0042327)","3/94",0.0435074659664915,0.259771406551149,0,0,3.99305602373087,12.5175227621988,"GLMN;RNASE1;S100A9","High"
"206","Positive Regulation of Actin Filament Polymerization (GO:0030838)","2/41",0.0454651095935832,0.263045433206688,0,0,6.18980612883052,19.1315151100213,"PRKCE;LMOD1","High"
"207","Negative Regulation of DNA Metabolic Process (GO:0051053)","2/41",0.0454651095935832,0.263045433206688,0,0,6.18980612883052,19.1315151100213,"H1-5;RPS3","High"
"208","Regulation of Receptor-Mediated Endocytosis (GO:0048259)","2/42",0.0474841534884296,0.263045433206688,0,0,6.03475609756098,18.3900697210846,"APOC1;RNASE1","High"
"209","Defense Response to Fungus (GO:0050832)","2/42",0.0474841534884296,0.263045433206688,0,0,6.03475609756098,18.3900697210846,"S100A9;S100A8","High"
"210","Regulation of Endodeoxyribonuclease Activity (GO:0032071)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"RPS3","High"
"211","Negative Regulation of Granulocyte Differentiation (GO:0030853)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"RUNX1","High"
"212","Negative Regulation of Steroid Metabolic Process (GO:0045939)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"UGT1A1","High"
"213","Neurotransmitter Receptor Transport to Postsynaptic Membrane (GO:0098969)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"STX3","High"
"214","Regulation of Potassium Ion Export Across Plasma Membrane (GO:1903764)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"DLG1","High"
"215","Regulation of Triglyceride Storage (GO:0010889)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"PLIN5","High"
"216","Regulation of Vascular Associated Smooth Muscle Cell Apoptotic Process (GO:1905459)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"SOD2","High"
"217","Copper Ion Import (GO:0015677)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"STEAP4","High"
"218","Definitive Hemopoiesis (GO:0060216)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"MFAP5","High"
"219","Positive Regulation of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0045743)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"SMOC2","High"
"220","Glycerol-3-Phosphate Metabolic Process (GO:0006072)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"GPD1","High"
"221","Heart Trabecula Formation (GO:0060347)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"RBP4","High"
"222","Hepatocyte Growth Factor Receptor Signaling Pathway (GO:0048012)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"RNASE1","High"
"223","Positive Regulation of Pyroptotic Inflammatory Response (GO:0140639)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"GBP1","High"
"224","Inclusion Body Assembly (GO:0070841)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"UBD","High"
"225","Leukotriene Transport (GO:0071716)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"ABCC6","High"
"226","Lipid Hydroxylation (GO:0002933)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"CYP3A5","High"
"227","Lymphocyte Migration Into Lymphoid Organs (GO:0097021)","1/6",0.0487837527270573,0.263045433206688,0,0,24.0351515151515,72.5947611380124,"NEDD9","High"
"228","Positive Regulation of Myeloid Leukocyte Differentiation (GO:0002763)","2/43",0.0495354468511933,0.264765881859653,0,0,5.88726948245092,17.6916378740865,"NEDD9;RUNX1","High"
"229","Mitochondrial Transport (GO:0006839)","2/43",0.0495354468511933,0.264765881859653,0,0,5.88726948245092,17.6916378740865,"TIMM10;BCL2L1","High"
"230","Regulation of Telomere Maintenance via Telomerase (GO:0032210)","2/44",0.0516183224855281,0.267867902511448,0,0,5.74680603948897,17.0328353387645,"CCT8;HNRNPA1","High"
"231","Embryonic Organ Morphogenesis (GO:0048562)","2/44",0.0516183224855281,0.267867902511448,0,0,5.74680603948897,17.0328353387645,"MFAP5;RBP4","High"
"232","Substantia Nigra Development (GO:0021762)","2/44",0.0516183224855281,0.267867902511448,0,0,5.74680603948897,17.0328353387645,"LDHA;CALM2","High"
"233","Positive Regulation of Wound Healing (GO:0090303)","2/44",0.0516183224855281,0.267867902511448,0,0,5.74680603948897,17.0328353387645,"SMOC2;PRKCE","High"
"234","Chromatin Organization (GO:0006325)","6/323",0.0529605693020207,0.267867902511448,0,0,2.30879337539432,6.78371428339583,"H1-5;KDM4B;EID3;KDM5D;POLE3;CABIN1","High"
"235","Negative Regulation of Translation (GO:0017148)","3/102",0.0531605794424406,0.267867902511448,0,0,3.66889756460309,10.7661529644974,"IGFBP5;RPS3;TNRC6A","High"
"236","Regulation of Fibroblast Proliferation (GO:0048145)","2/46",0.055876195330614,0.267867902511448,0,0,5.4850332594235,15.8222192715386,"FTH1;S100A9","High"
"237","Positive Regulation of Chemotaxis (GO:0050921)","2/46",0.055876195330614,0.267867902511448,0,0,5.4850332594235,15.8222192715386,"SMOC2;STX3","High"
"238","Homotypic Cell-Cell Adhesion (GO:0034109)","2/46",0.055876195330614,0.267867902511448,0,0,5.4850332594235,15.8222192715386,"PLEK;CLIC1","High"
"239","Negative Regulation of Fatty Acid Oxidation (GO:0046322)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"PLIN5","High"
"240","L-tryptophan Catabolic Process (GO:0006569)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"TDO2","High"
"241","Negative Regulation of Macrophage Migration (GO:1905522)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"S100A9","High"
"242","Negative Regulation of p38MAPK Cascade (GO:1903753)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"DLG1","High"
"243","Negative Regulation of Sodium Ion Transport (GO:0010766)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"PRKCE","High"
"244","Cellular Response to Erythropoietin (GO:0036018)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"MT2A","High"
"245","Positive Regulation of CD8-positive, Alpha-Beta T Cell Activation (GO:2001187)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"RUNX1","High"
"246","Chaperone Mediated Protein Folding Independent of Cofactor (GO:0051086)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"CCT8","High"
"247","Positive Regulation of Bicellular Tight Junction Assembly (GO:1903348)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"RNASE1","High"
"248","Positive Regulation of cAMP/PKA Signal Transduction (GO:0141163)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"S100A9","High"
"249","Skeletal Myofibril Assembly (GO:0014866)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"MYH11","High"
"250","Elastic Fiber Assembly (GO:0048251)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"MYH11","High"
"251","Positive Regulation of Fibroblast Migration (GO:0010763)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"PRKCE","High"
"252","Establishment of Centrosome Localization (GO:0051660)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"DLG1","High"
"253","Fructose Metabolic Process (GO:0006000)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"ALDOB","High"
"254","Glycerol Transmembrane Transport (GO:0015793)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"AQP7","High"
"255","Positive Regulation of Phosphatase Activity (GO:0010922)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"PLEK","High"
"256","Positive Regulation of Plasminogen Activation (GO:0010756)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"ENO1","High"
"257","Positive Regulation of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060316)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"CALM2","High"
"258","Leukotriene D4 Biosynthetic Process (GO:1901750)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"GGT7","High"
"259","Regulation of CD8-positive, Alpha-Beta T Cell Differentiation (GO:0043376)","1/7",0.0566811983255433,0.267867902511448,0,0,20.0282828282828,57.487435010574,"RUNX1","High"
"260","Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)","3/105",0.0570243943935104,0.268453302837141,0,0,3.56044749188019,10.1981047662633,"RPS3;S100A9;S100A8","High"
"261","Positive Regulation of miRNA Transcription (GO:1902895)","2/47",0.0580499014266309,0.27223402048351,0,0,5.36287262872629,15.265160961949,"MRTFA;TEAD1","High"
"262","Protein Catabolic Process (GO:0030163)","3/107",0.0596724685565704,0.278775196615428,0,0,3.49162340726758,9.84248320090286,"GLMN;PSMB1;PRPF19","High"
"263","Pyruvate Metabolic Process (GO:0006090)","2/48",0.0602526073610388,0.279974887128721,0,0,5.24602332979852,14.7371782177534,"LDHA;ENO1","High"
"264","Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)","2/49",0.062483688640958,0.279974887128721,0,0,5.13414634146341,14.2362163380172,"IGFBP5;MMP2","High"
"265","Supramolecular Fiber Organization (GO:0097435)","6/339",0.0638641414129721,0.279974887128721,0,0,2.19605855855856,6.04135103865139,"CNN1;DLG1;LUM;LMOD1;MYH11;RNASE1","High"
"266","Regulation of Interleukin-23 Production (GO:0032667)","1/8",0.0645134687492405,0.279974887128721,0,0,17.1662337662338,47.0506084202663,"RNASE1","High"
"267","Acid Secretion (GO:0046717)","1/8",0.0645134687492405,0.279974887128721,0,0,17.1662337662338,47.0506084202663,"UGT1A3","High"
