Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Toxicity
Intracellular Protein Transport (GO:0006886),92/326,3.0125249770649057e-7,4.699538964221253e-5,0,0,1.9359785050841962,29.069331077185907,ARF1;C2CD5;MTCH2;PPP1R10;CLTC;SNX13;PTPN23;TOMM20;IPO4;EIF4ENIF1;IPO8;ARL5B;XPO1;KIF13A;TMED3;TIMM17A;ARFIP2;TMED2;TIMM17B;EIF2D;KPNA2;VPS36;APPL2;TMED5;WLS;SEC13;COG7;ATP6AP1;VPS13C;STX7;VPS37C;TSC2;RAB32;CTTN;PEX3;PICK1;TSNARE1;STAM2;KPNB1;ARF6;RAB7A;STX12;COPB2;RAB1A;RAB5C;TMED10;TSG101;STX17;PIK3R4;VPS26C;DNAJC27;NAPG;STX11;TIMM50;ARL17B;RAB21;GGA1;SCFD1;GRPEL1;BAG3;NUP42;MYO6;MVB12A;STX5;NUP88;ROMO1;STX3;RAB28;MAP4K5;RAB6A;SNX6;HSPA9;AKIRIN2;TIMM8A;NPM1;RIC1;MTX1;HSPA4;SYNRG;SEC16A;ASPSCR1;SNF8;DNAJC15;EHD1;CAMSAP3;TIMM10B;RAB14;BCL3;RAB18;TECPR2;RAB5A;TOMM5,Low
protein-RNA Complex Assembly (GO:0022618),48/138,3.609358755177735e-7,5.448967411042517e-5,0,0,2.6146805349182762,38.787649720974805,GEMIN2;NOP2;RPL11;DDX20;RPS27L;PWP2;USP39;NOL3;RRP7A;COIL;RPS14;SART1;RPS19;SNRPD2;U2AF2;EIF2D;SNRPD3;RBM5;EIF4B;EIF2S3B;MCTS1;NCBP1;PTGES3;RPSA;DICER1;ERAL1;LSM4;SETX;BOP1;RPS28;EIF3M;PRPF6;EIF5;RPS27;DDX39B;AGO4;EIF3L;CLNS1A;EIF3I;EIF3J;SNRPG;EIF3H;SNRPE;NAF1;SRSF5;SNRPC;SRSF6;SRSF9,Low
Negative Regulation of DNA-templated Transcription (GO:0045892),231/1006,5.3393439105408e-7,7.808790469165919e-5,0,0,1.4811427181119605,21.392133715261117,PHB1;HDAC10;EHMT1;KEAP1;HNRNPU;ENO1;RBPJ;CCAR2;UXT;RPS14;KAT5;ZNF281;RPL23;SOX13;DICER1;THAP1;RUNX1;EID1;EID2;IFI27;EZR;ATF4;L3MBTL1;ZNF397;ZNF396;L3MBTL3;CTBP1;MAGED1;CTR9;SUPT4H1;ZBTB1;BAZ2A;HIF1A;PRDX5;ZBTB7A;SNX6;CREBBP;JUN;XBP1;XRCC6;JUND;SMARCA5;IRF2BP2;NR0B2;PHC3;NR2F6;SMARCA4;NFATC4;POU6F1;H1-5;HNRNPK;ID2;SNAI2;GTF2IRD1;RCOR3;EZH2;ZNF254;CITED2;BHLHE41;PTPRK;SGF29;LIMD1;PHF6;ING3;C1QBP;PRMT6;ZHX3;PRMT2;HSBP1;SIRT7;PARP9;COMMD7;ZHX1;NCOR2;KAT2B;MED25;RARA;PPARG;PPARA;GAS6;JDP2;KANK2;YAP1;SP100;TMPRSS6;NR1I2;PURB;RXRA;CUX2;CUX1;PCGF1;APBB2;ZNF589;TBL1X;SAMD1;MBD4;STAT1;WWP2;VEGFA;SKI;NR6A1;NEDD4;LIMS1;HSPA1A;ZNF354B;WWC1;UBE2D3;WWC2;CTNND1;ATN1;ETS2;SCMH1;WWC3;ZNF568;KMT5A;ZNF202;PIAS4;ZGPAT;USP2;ARID5B;FOXP2;TLE5;TBL1XR1;ZNF438;MZF1;PPID;PSMD10;NOTCH1;MAX;CREM;PHF21A;SDCBP;HMBOX1;ATXN1;DEAF1;NACC2;MBIP;SKIL;SMAD2;PRNP;NIBAN2;UBE2I;SMAD3;ZBTB14;CBX3;ZBTB16;CAV1;NONO;ZBTB10;HMGA1;SUPT5H;NFKB1;SMAD7;DRAP1;EFNA1;NFKBIA;BMP2;DLG1;CNOT7;MAFB;CNOT2;MAFG;BCL3;MAFF;PHF14;MDM4;MAFK;ZNF777;OGT;ZNF653;NFE2L1;FGFR2;ZNF512B;KDM5C;ZC3H4;CHD8;HMGB2;SUMO4;YWHAQ;VPS72;HJV;WDR5;LRRFIP1;NCK1;NKX3-1;TGIF1;KLF10;ETV7;DUSP22;SFPQ;SARS1;CREB1;ZNF639;IRF1;CRY2;IRF2;CRY1;LANCL2;L3MBTL4;FBP1;HDAC4;CEBPA;HDAC2;HDAC3;SRC;HDAC1;DDX20;ZBTB45;PPM1F;MTA1;IFI16;RBBP4;CCDC85B;ATXN1L;SAP18;RALY;MTA2;MTA3;JAZF1;TCFL5;ATF7IP;SMARCE1;TCF7L2;CNBP;PML;KLF7;POLE3;PDCD4;TAF7;TRIM37;TAF1,Low
Protein Ubiquitination (GO:0016567),100/369,7.557122715396254e-7,1.0717374032743778e-4,0,0,1.8310205263258292,25.809342317444703,UBE3C;FBXO28;UBE2D3;KEAP1;RNF19B;UBE2L6;UBE3A;CCAR1;HERC5;NPEPPS;NUB1;RNF115;CDC23;RNF114;RUSC1;FBXO4;TRIM25;TRIM21;SKP1;ARRDC4;ATG3;RNF43;ANAPC7;USP5;FBXW11;FBXO11;RNF41;CDC34;RBCK1;TRIM11;KLHL18;CUL5;TNKS;ZC4H2;MYCBP2;KLHL12;UBR2;UBE2J2;ANAPC11;RNF213;UBB;UBD;UBR5;KLHL25;ISG15;UBE2A;UBE2W;UVSSA;CDC16;BCL2;UBE2N;TPP2;MDM4;UBA1;UBE2K;RAD18;DET1;RNF10;RNF11;UBE2Q1;RACK1;ELOC;RNF152;UCHL3;DDB1;RNF167;TRAF7;ZNF598;THOP1;RNF166;TRIM56;RNF31;RNF34;RNF8;RNF6;CBL;PCNP;RNF139;MARCHF7;TRIM47;RBBP6;MARCHF6;RNF20;TRIM41;HUWE1;PEX10;WWP2;UBE2G2;CUL4A;SH3RF2;ITCH;PINK1;KLHL7;NEDD4;RFWD3;TRIP12;STUB1;TRIM37;ASB1;TAF1,Low
Heterochromatin Formation (GO:0031507),30/73,1.0809283496847782e-6,1.4878660813308125e-4,0,0,3.4118609463184595,46.87108903748019,H2AX;L3MBTL1;KMT2D;HDAC2;HDAC1;H2AB1;HNRNPU;BAZ2A;UBR2;LMNB1;H2AC14;SCMH1;UBR5;MORC2;H2AZ1;H2AC7;CBX3;CBX1;SMARCA5;PPHLN1;H1-0;SMARCA4;H2AJ;HNRNPK;ZNFX1;POLE3;TRIP12;NRDE2;MPHOSPH8;EZH2,Low
Regulation of Autophagy (GO:0010506),68/230,1.7357584860422724e-6,0.00023209570613365242,0,0,2.061119415379505,27.33882410859247,USP33;CISD2;KEAP1;HSPB1;PIK3C2A;GOLGA2;RPTOR;DEPTOR;CAPNS1;KAT5;ZC3H12A;MLST8;CAPN1;ATP6V1E1;ATP6V1E2;TRIM21;RNF152;TRIM22;BOK;SH3GLB1;RUBCN;ATP6V0E1;DAPK1;ATG14;EEF1A1;HAX1;CCNY;RRAGB;RRAGD;EEF1A2;ULK3;EXOC4;WAC;ATP6V1B2;ULK1;VDAC1;SMCR8;ATP6V0D1;ATP6V0C;GAPDH;PRKAA1;PIK3R4;UBR4;IFI16;ATG101;ORMDL3;STK38L;ABL2;ATP6V1H;TBC1D14;DRAM2;ATP6V1D;EIF4E;SNX6;MCL1;XBP1;PLK2;SVIP;TPCN2;RMC1;TMEM59;IRGQ;PINK1;NEDD4;BCL2;EIF4G3;EIF4G2;BCL2L1,Low
Mitochondrial Translation (GO:0032543),35/94,2.271356296336708e-6,2.874357440507341e-4,0,0,2.9025298291035715,37.718762377539626,GFM1;MRPS15;MRPS35;GFM2;MRPS11;MRPL18;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL13;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MTG1;IARS2;MRPL9;MRPS26;MRPS25;MRPS22;MRPL48;MRPL45;MRPL23;MRPL46;TUFM;MRPL52;MRPL30;MRPL53;MRPS9;MTRF1L,Low
Regulation of Translation (GO:0006417),61/201,2.2724620790335815e-6,2.874357440507341e-4,0,0,2.1378856972383224,27.781069316165294,PRKCSH;NAT10;HSPB1;BZW1;LARP1B;RPS6KA3;EIF4ENIF1;ALKBH5;METTL14;MTG1;MTG2;RACK1;EIF2A;NCBP1;DAPK1;NSUN5;PRMT1;CSNK2A2;RPL13A;PUS7;RPL26;EIF1B;GAPDH;PPP1R15A;DDX6;POLDIP3;SHMT1;RPS27L;RBM4B;TYMS;MRPL13;FXR1;ATXN2;RNF139;TCOF1;ERBB2;METTL5;PAIP2;EIF4E;GCN1;EIF4B;PAIP1;TRAP1;NPM1;SSB;KLHL25;EIF2AK3;EIF2AK2;UPF3B;ELP2;ELP4;EIF5;CAPRIN1;BCL3;PLXNB2;EIF3H;CNOT9;EIF4G3;LSM14A;OGT;EIF4G2,Low
Regulation of Transcription Elongation by RNA Polymerase II (GO:0034243),31/79,2.3473446773322107e-6,2.89094028681967e-4,0,0,3.1583197811945594,40.938854130954006,INTS12;INTS14;ELL;PWWP2B;INTS10;RNF8;SUPT4H1;HNRNPU;MED16;SUPT6H;MED18;MED14;MED31;LEO1;NELFB;NELFCD;NELFE;MBD4;NCBP1;INTS1;EAF1;MED9;MED27;SUPT5H;ELL2;ELL3;MED22;MED25;MED21;MED20;INTS9,Low
DNA Damage Response (GO:0006974),109/421,2.6367677797114158e-6,3.164121335653699e-4,0,0,1.7208890156453716,22.106465809349086,SMC5;CIB1;NRBP2;ENDOV;HELB;KAT5;ZNF83;HMCES;ZC3H12A;MTREX;FBXO6;IER3;KMT5C;USP3;CSNK2A2;NSMCE1;PPP4R3A;CHD1L;VRK2;PPP4R3B;ATAD3A;MSH6;EID3;MSH2;PSME4;ADPRS;SLX1A;ASF1A;RRAD;XPA;ZBTB1;PDS5A;CDKN2AIP;OARD1;UBR5;MORC2;MCL1;CBX3;CBX1;SMARCA5;INO80;UBE2A;SETX;FAM111A;POLA1;BCL3;BCL2;GRB2;UBA1;RAD18;BCL2L1;H2AX;MCM7;BBC3;RPTOR;PIDD1;ING3;MLST8;DGCR8;TOPBP1;BOK;NKX3-1;USP47;PRMT1;SIRT7;BAZ1B;ZDHHC16;SPIDR;DDB1;NSMCE4A;RRM2B;WAC;CRY1;GNB1L;PPP1R15A;YAP1;NFAT5;HDAC3;BRAT1;PNKP;TAF9;RNF8;FAAP20;SLX4;RBBP6;BRD4;MBD4;TIGAR;NPM1;MGMT;GTF2H1;GTF2H4;PML;PPP1CA;CUL4A;ETAA1;ERCC3;RFWD3;NEDD4;ERCC1;TAOK2;APLF;POLE3;PWWP3A;TRIP12;PKN1;ERCC6;NRDE2;TAF1,Low
Protein K48-linked Ubiquitination (GO:0070936),34/91,2.881581604490559e-6,3.371450477253954e-4,0,0,2.9180230837525896,37.225720180170526,RNF34;UBE3C;UBE2D3;MYCBP2;RNF8;UBR4;TNFAIP3;UBE3A;RNF6;ANAPC11;UXT;ZNRF1;RNF115;ZNRF2;CDC23;RNF216;UBR5;TRIM25;RNF152;TRIM21;MARCHF6;SKP1;ANAPC7;HUWE1;UBE2A;UBE2G2;ITCH;CDC34;IFI27;CDC16;KBTBD2;UBE2K;TRIM55;ANAPC2,Low
Protein Stabilization (GO:0050821),63/212,3.402208049801778e-6,3.8834960178225176e-4,0,0,2.0747150155263947,26.12291500074521,USP36;PHB1;USP33;CTNND1;UXT;LAMP1;LAMP2;ZNF207;FLOT1;GET1;COA8;CCT2;COG7;DNAAF2;RPL23;CSNK2A2;USP2;ATP1B1;MAPK8IP3;TTI2;PYURF;CREB1;WDR81;PEX6;PPIB;GAPDH;TELO2;PFDN6;PFN2;STX12;RPL11;TAF9;WIZ;NAPG;HSPD1;RAB21;BAG2;PDCD10;BAG3;DVL1;CDC37L1;MARCHF7;TBL1X;ZSWIM7;PPARGC1A;ZBED3;CRTAP;PTGES3;SEC16A;HPS4;HIP1R;PML;SMAD7;H1-5;EFNA1;PDCL3;PINK1;TRIM39;MDM4;STUB1;TRIM37;HSPA1A;TAF1,Low
Negative Regulation of Viral Process (GO:0048525),27/66,4.0856694566523465e-6,4.552603108841186e-4,0,0,3.383434049706938,41.981734144021154,IFITM1;SP100;IFIT5;UBP1;IFIT1;OASL;IFIH1;IFI16;TRIM21;IL32;APOBEC3F;RSAD2;STAT1;MX1;EIF2AK2;ISG15;BST2;ISG20;FAM111A;PLSCR1;MAVS;ZNFX1;OAS1;OAS2;OAS3;TRIM14;TRIM11,Low
Ribosomal Small Subunit Biogenesis (GO:0042274),32/85,4.6314267846067695e-6,5.040715663246437e-4,0,0,2.9526153365365833,36.265927702463564,NAT10;RPS27L;PWP2;NOL6;RRP7A;RPS14;RPS17;EXOSC10;RPS15A;RPS19;RRP36;RPS12;RPS9;WDR36;NOP14;NPM1;UTP4;DIMT1;RPS8;KRR1;RIOK3;UTP3;RPSA;DDX52;ERAL1;RPS25;RPS28;LSM6;RPS27;MPHOSPH10;NOL11;RPS23,Low
rRNA Metabolic Process (GO:0016072),35/98,6.765887997394888e-6,7.196444506320017e-4,0,0,2.717584369449378,32.34908361184494,TRIR;DDX47;NOP2;RPL11;MRM3;NOL6;RRP7A;EXOSC7;EXOSC6;RPS17;EXOSC5;EXOSC10;RPS19;EXOSC8;RPL14;METTL5;RRP36;MTREX;DCAF13;NOP14;WDR36;BRF1;NIFK;GTF3A;WDR74;DDX54;RPL35A;SIRT7;RPS25;RPS28;RPS27;XRN2;SBDS;RPL27;RPL26,Low
Negative Regulation of Apoptotic Process (GO:0043066),118/475,8.83169899398953e-6,9.184966953749111e-4,0,0,1.6280843141505463,18.946282786225243,CNTF;ARL6IP1;ZFAND6;CAAP1;CIB1;IFIT3;NRBP2;RPS6KA3;ZC3H12A;LONP1;TMEM14A;IER3;CSNK2A2;MAPK8IP2;MAPK8IP3;ATAD3A;MSH2;VDAC1;NAIP;PSMD10;NOTCH1;MAPKAP1;GLO1;HSP90B1;PRDX3;PKHD1;PRDX2;PRDX5;BAG3;PDCD10;APOH;PPARGC1A;MCL1;TXNDC5;SNX6;HSPA9;XBP1;NIBAN2;OPN3;HSPA5;API5;PLK2;CAV1;ASNS;SMAD5;NFKB1;NFATC4;TNFRSF10D;HNRNPK;FASN;BCL3;BCL2;SNAI2;ANP32B;RETREG1;CPEB4;BCL2L1;ITGB1;TNFAIP8;CITED2;HSPB1;TNFAIP3;TRIAP1;MED12;MYDGF;PIDD1;VPS72;MLST8;MYO18A;CTSH;HTATIP2;FGB;FGA;ANXA4;ANXA5;SUPV3L1;RNF144B;HAX1;CREB1;PTRH2;TMBIM1;ANG;DSG2;ITGA5;GAS6;BIRC3;YAP1;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;KRIT1;CCL2;BNIP2;MBD4;NPM1;MGMT;VEGFA;DNAJA1;TJP1;SH3RF2;PINK1;ITCH;GOLPH3;KRT18;TCIM;HSPA1A,Low
RNA Biosynthetic Process (GO:0032774),42/128,1.0156044327566385e-5,0.0010332671185437105,0,0,2.3905748759942878,27.485494858548893,ZCCHC8;PRIM2;DHX8;DDX20;HNRNPU;BAZ2A;BICD1;EXOSC7;EXOSC6;HELB;EXOSC5;ATXN1;EXOSC10;HNRNPDL;PABPN1;POLR2A;TAF1B;EXOSC8;RBM5;RBM6;SMAD2;RBM39;RBPMS;BRF1;TAF13;TAF10;SMARCA5;DDX54;ELL3;THAP1;ISG20;SETX;POLA1;PPP5C;HNRNPK;POLR3A;XRN2;MED20;MPHOSPH10;TAF7;TAF6;TAF4,Low
Negative Regulation of Catabolic Process (GO:0009895),40/120,1.070904851781199e-5,0.001066347809858726,0,0,2.446931514971835,28.00371568299546,PHB1;PRKAA1;PDE3B;RPL11;SNX12;ATRAID;EGFR;GOLGA2;SNX3;RPTOR;MLST8;STK38L;TBC1D14;EIF4E;CDK5RAP3;MCL1;RUBCN;RIC1;USP5;RPL23;SGTA;AZIN2;CIDEC;PML;PHF20L1;PDCL3;TRIM39;PPP1R3B;RRAGB;DLC1;RRAGD;APOC1;BCL2;MDM4;QRICH2;NRDE2;EIF4G3;EIF4G2;BCL2L1;TAF1,Low
Endoplasmic Reticulum to Golgi Vesicle-Mediated Transport (GO:0006888),38/112,1.1108518808830873e-5,0.0010781518310322923,0,0,2.5124884884884886,28.661961866890422,COPB2;RAB1A;TMED10;STX17;COPB1;GOSR1;KLHL12;IER3IP1;GOLGA2;SCFD1;VTI1A;TMED3;TMED2;STX5;YKT6;TMED5;SEC31A;RAB2A;TRAPPC2;SEC13;SEC24B;TRAPPC2L;SEC16A;TRAPPC4;RABGGTB;RABGGTA;YIF1A;TRAPPC6A;VAMP7;VAPA;TRAPPC6B;HYOU1;COPG2;SEC24D;ERGIC2;SEC24C;COPE;CTAGE15,Low
Mitochondrial Gene Expression (GO:0140053),35/100,1.1288341820637248e-5,0.0010781518310322923,0,0,2.633647583914014,30.001828691127972,MRPS15;MRPS35;GFM2;MRPL18;MRPS11;MRPS33;MRPL19;MRPS34;MRPL14;MRPL58;MRPL37;MRPL12;MRPL13;MRPL32;MRPL54;MRPL33;MRPL4;MRPL41;MTG1;FASTK;IARS2;MRPL9;MRPS26;MRPS25;MRPS22;TWNK;MRPL48;MRPL23;MRPL45;MRPL46;MRPL30;MRPL52;MRPL53;MRPS9;FASTKD5,Low
mRNA Transcription by RNA Polymerase II (GO:0042789),18/38,1.4861461544271613e-5,0.0013637576475919832,0,0,4.391840942562592,48.822950231315794,MBD4;NCBP1;TAF13;TAF10;TAF9;TAF11;ZBTB1;RXRA;CREB1;RARA;TAF7;PPARG;TAF6;TAF4;TAF2;S100A10;ATF4;TAF1,Low
Maturation of SSU-rRNA (GO:0030490),18/38,1.4861461544271613e-5,0.0013637576475919832,0,0,4.391840942562592,48.822950231315794,NOP14;UTP4;RIOK3;RPS8;UTP3;NAT10;DDX52;PWP2;RPS14;RPS28;LSM6;RPS19;TSR2;RRP36;MPHOSPH10;TSR1;NOL11;DCAF13,Low
Positive Regulation of DNA-templated Transcription Initiation (GO:2000144),24/59,1.549867478090977e-5,0.0013948807302818795,0,0,3.349053661004089,37.08995224608841,CEBPA;MBD4;JUN;TAF13;TAF10;TAF9;TAF11;MED9;MED16;MED27;MED18;MED12;SETX;MED22;MED14;MED25;MED21;MED20;MED31;TAF7;TAF6;TAF4;TAF2;TAF1,Low
Membraneless Organelle Assembly (GO:0140694),44/139,1.760274095173029e-5,0.0015543552387565617,0,0,2.2672603146334223,24.820732381166415,DDX6;DAZAP2;HDAC3;TNKS;FLII;LIMD1;ZFYVE1;BICD1;GOLGA2;FXR1;EIF4ENIF1;ALKBH5;ATXN2;RNF213;PPP2R1B;POGZ;G3BP1;SH3PXD2B;RCC1;UBAP2L;EIF2A;DYNC1H1;NPM1;YTHDF2;FUS;NEK6;STARD9;TMOD2;PRRC2C;INO80;EIF2S1;LSM4;PISD;HAUS1;EIF5;CAPRIN1;ANG;CEP85;SUGT1;MYL9;LSM14A;TNRC6A;CDS2;RPS23,Low
Mitochondrion Organization (GO:0007005),43/135,1.8398781549260296e-5,0.001594561067602559,0,0,2.287720939233647,24.943538690065175,PHB1;PID1;MTFP1;COX7A2;IFIT2;TIMM50;HSPD1;CHCHD4;PRDX3;MED12;CHCHD2;STMP1;LONP1;MYH14;MFN2;DNM1L;PPARGC1A;MCL1;FIS1;MGME1;CXADR;PNPT1;CLUH;PTCD2;MTX1;CAV2;VPS13C;ATAD3A;PISD;RAB32;SUPV3L1;LETM1;COX7A2L;PINK1;HAX1;WDR81;HOOK2;SCO2;NOA1;PYROXD2;MTFR1;SSBP1;BCL2L1,Low
Response to Interferon-Beta (GO:0035456),15/29,2.0419061141911475e-5,0.0017374764753481037,0,0,5.225657950054654,56.43209823623776,IFNAR2;IFITM1;PNPT1;STAT1;UBE2G2;BST2;PLSCR1;CDC34;IFI16;OAS1;IRF1;CALM1;XAF1;UBE2K;IFNAR1,Low
Negative Regulation of Programmed Cell Death (GO:0043069),97/382,2.1376345176170253e-5,0.001786451704008514,0,0,1.6732207478890229,17.992520202241135,ARL6IP1;ZFAND6;CAAP1;CIB1;IFIT3;RPS6KA3;FTH1;LONP1;TMEM14A;IER3;MAPK8IP3;ATAD3A;VDAC1;NAIP;PSMD10;MAPKAP1;GLO1;HSP90B1;PKHD1;PRDX3;PRDX2;PRDX5;PDCD10;BAG3;HMOX1;MCL1;TXNDC5;HSPA9;XBP1;NIBAN2;OPN3;HSPA5;API5;PLK2;ASNS;SMAD5;NFKB1;TNFRSF10D;HNRNPK;FASN;BCL3;BCL2;ANP32B;BCL2L1;TNFAIP8;CITED2;HSPB1;TRIAP1;MED12;MYDGF;PIDD1;VPS72;MLST8;MYO18A;CTSH;HTATIP2;GPX4;ANXA4;ANXA5;SUPV3L1;RNF144B;CREB1;HAX1;ANG;DSG2;GAS6;BIRC3;KANK2;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;BNIP2;MBD4;NPM1;TIGAR;MGMT;VEGFA;TJP1;DNAJA1;SH3RF2;ITCH;GOLPH3;KRT18;TCIM;HSPA1A,Low
Regulation of Apoptotic Process (GO:0042981),162/704,2.370862503090807e-5,0.001923489202467361,0,0,1.4751577998708316,15.709946201553828,ANKRD13C;PHB1;MTCH2;ARL6IP1;ZFAND6;CAAP1;CIB1;CCAR2;IFIT3;CCAR1;IFIT2;PYCARD;UXT;RPS6KA3;SLK;KAT5;FAM162A;LONP1;CCNL2;TMEM14A;IER3;DAPK1;IGFBP3;ACTN1;FBXO11;MAPK8IP3;ATAD3A;NSMF;VDAC1;ALPK2;NAIP;PPID;ATF4;PSMD10;MAGED1;MAPKAP1;GLO1;KNG1;HSP90B1;PRDX3;PKHD1;PRDX2;PRDX5;UBB;BAG3;PDCD10;UBD;MAP3K20;NAE1;FADD;ZBTB7A;MCL1;TXNDC5;HSPA9;JUN;XBP1;NIBAN2;OPN3;GADD45B;HSPA5;API5;PLK2;ASNS;SMAD5;NFKB1;CIDEC;TNFRSF10D;MLLT11;CXCL10;BMP2;HNRNPK;FASN;BCL3;BCL2;ANP32B;BCL2L1;ITGB1;USP36;TNFAIP8;CITED2;HSPB1;TRIAP1;IER3IP1;MED12;ING5;MYDGF;PIDD1;ING3;TCTN3;VPS72;CASP6;C1QBP;RACK1;MLST8;MYO18A;CTSH;PLEKHN1;CTSD;RBM5;BOK;CTSB;HTATIP2;PRMT2;TNFRSF12A;USP42;ANXA4;ACTL6A;ANXA5;SIGMAR1;PAWR;RHOB;DNM2;SUPV3L1;RNF144B;HAX1;CREB1;ANG;DSG2;GAS6;ARHGEF7;EEF1E1;BIRC3;HDAC2;PRKAA1;HDAC3;HDAC1;SRC;TAF9;IFI6;DDX20;NOL3;CBL;FSTL1;EGFR;MALT1;HSPD1;ERBB3;ERBB2;SAP18;BNIP2;HS1BP3;LCMT1;MBD4;NPM1;EGLN2;MGMT;STAT1;HIP1R;VEGFA;DNAJA1;TJP1;SH3RF2;PINK1;ITCH;GOLPH3;KRT18;ERCC3;TCIM;STK17A;ACIN1;TAF6;HSPA1A,Low
Endocytic Recycling (GO:0032456),25/64,2.3838114047672423e-5,0.001923489202467361,0,0,3.1309599491417672,33.326641624985484,STX12;SNX12;VPS26C;PTPN23;SNX3;SNX4;VPS53;VPS52;MICALL2;VTI1A;ENTR1;ANKRD50;EPS15;ATP6AP1;CMTM6;LMTK2;SNF8;EHD1;EHD4;RAB14;RAB13;CCDC22;ARF6;RAB7A;VPS35L,Low
Interleukin-27-Mediated Signaling Pathway (GO:0070106),6/6,2.460540114869586e-5,0.0019517504639982477,0,0,99522,1056181.661714188,OAS1;OAS2;STAT1;OAS3;MX1;OASL,Low
Cellular Response to Starvation (GO:0009267),44/141,2.61206354939259e-5,0.002019767497135031,0,0,2.22024339566637,23.429751033552364,RIPOR1;PRKAA1;RALB;USP33;PIK3R4;PRKAG2;ZFYVE1;RPTOR;MAP1LC3B;KAT5;IFI16;LAMP2;ZC3H12A;MAPK1;HNRNPA1;RNF152;GCN1;SH3GLB1;KLF10;GABARAPL2;SZT2;XBP1;WDR59;CHKA;HSPA5;CAV1;EIF2AK3;TSC2;ASNS;EIF2AK2;ATG14;EIF2S1;ITFG2;RRAGB;FASN;RRAGD;PICK1;PLIN2;PKN1;ARHGEF7;PPARA;XPR1;ATF4;CPEB4,Low
Organelle Organization (GO:0006996),108/437,2.632602934299934e-5,0.002019767497135031,0,0,1.614817744138245,17.028176245579964,USP6NL;PI4K2B;PHB1;PID1;GOLGA2;CHCHD2;DPYSL2;LONP1;RAB2A;GOLGA8R;CXADR;COG7;COG5;COG4;STX7;COG1;GOLGA8M;GOLGA8N;ATAD3A;RAB32;GOLGA8B;WDR81;PI4K2A;BLZF1;PPID;SPTBN5;TMED10;MAPKAP1;PRDX3;STRIP1;ATXN7;MICAL1;MYH14;APOE;PPARGC1A;PDZD8;SEC31A;FIS1;PNPT1;CAV2;SEC16A;CAV1;EIF2AK3;MICAL3;TOR1B;CIDEC;REEP5;GOLGA6D;RANBP10;PLEKHM2;PYROXD2;REEP6;DYRK3;MAST4;MAST3;TNFAIP3;LIMD1;SYNE3;MED12;CAPZB;VPS72;TMED3;MLST8;MYO18A;TMED2;TOPBP1;DNM1L;CLUH;VPS13C;GAK;SUPV3L1;HAX1;NOA1;GORASP2;PEX3;PEX6;MTFR1;RHOU;ARHGEF7;CHMP6;PLIN5;RAB7A;CHMP5;RAB1A;STX17;VPS4B;VPS4A;CDC42;FGD4;CECR2;CCL2;EPS15;CLASP1;ARFGEF1;DMTN;YTHDF2;PTCD2;MTX1;HUWE1;PEX10;CDC42BPB;MCOLN1;LETM1;PINK1;GOLPH3;RAB14;VAPA;RAB18,Low
Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060338),17/36,2.696596661155944e-5,0.00203549554422739,0,0,4.365135453474676,45.925306297651495,PTPN1;TRIM41;YTHDF2;STAT2;NLRC5;ISG15;PTPN11;USP18;MAVS;CNOT7;OAS1;OAS3;SMIM30;FADD;TTLL12;UBE2K;TRIM56,Low
Cellular Response to Glucose Starvation (GO:0042149),19/43,2.968425623506213e-5,0.0022051161774617584,0,0,3.8633986446670594,40.27552036832255,SH3GLB1;PRKAA1;SZT2;XBP1;CHKA;HSPA5;PIK3R4;EIF2AK3;PRKAG2;ATG14;ITFG2;IFI16;KAT5;ZC3H12A;PICK1;PLIN2;HNRNPA1;ATF4;CPEB4,Low
mRNA Processing (GO:0006397),63/226,3.146096930677727e-5,0.0023005833805580882,0,0,1.8949033971248055,19.64401414172855,RAMAC;GEMIN2;CHD8;H2AB1;HNRNPU;CWC25;DDX41;USP39;VIRMA;PNN;UBL5;SART1;METTL14;SNRPD2;SNRNP70;PAPOLA;MTREX;SNRPD3;CMTR1;BCAS2;RBM5;RBM6;NCBP1;CENATAC;SRRM1;SFPQ;PRPF6;DDX39B;FRG1;SNRPG;PPIE;PPIH;SNRPE;SRSF4;SNRPA1;SRSF5;SNRPC;SRSF6;SRSF9;ZCCHC8;SF3B5;DHX8;U2AF2;LEO1;RPRD1B;RALY;RPRD1A;HNRNPA1;PPARGC1A;SF3A1;CPSF7;TRMT10C;LSM4;LSM2;HNRNPM;NUDT21;LSM7;HNRNPK;LSM6;RBM42;PRPF31;HNRNPC;TRMT61B,Low
